49839.95904767356,6959177.550380678
47351.90482892356,6959245.210693179
47376.50857892356,6958814.645068178
49089.54467267356,6958356.400224429
47770.168578923556,6959039.1542869285
48852.73357892356,6959088.361786928
49723.09123517356,6958977.644911928
50347.41139142356,6958663.947099429
50353.56232892356,6958251.834286928
49612.374360173555,6957928.910068179
48628.22436017356,6957941.211943178
47696.35732892356,6958168.796630679
47121.24467267356,6958470.192568178
46970.54670392356,6958977.644911928
47072.03717267356,6959451.267099428
47579.48951642356,6959589.663193178
48228.41342267356,6959531.229286929
48788.148735173556,6959475.870849429
49332.50670392356,6959463.568974428
49812.27982892356,6959352.852099428
50132.128578923555,6958974.56944318
50522.71311017356,6958568.60756818
50458.128266423555,6958122.66459943
49883.015610173556,6957885.853505682
48013.13061017356,6957867.400693183
46484.62264142356,6958983.795849432
48372.96045392356,6959749.5875681825
50415.07170392356,6959214.456005682
50516.562172673555,6957768.985693183
48302.22467267356,6957522.948193182
46309.32092267356,6959189.852255682
48213.03607892356,6959980.2477244325
50129.053110173554,6959389.757724432
48169.97951642356,6957067.778818183
48769.695922673556,6960072.511786932
46469.24529767356,6957990.419443183
46795.24498517356,6957812.042255683
47053.58436017356,6957587.533036932
